product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
298,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,Praesent lectus.,866.54,11.62,beauty,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa,669,Purple,small,9.0,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,2014-06-08,1.3,142,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel,3.2,315,express,11.64
299,id turpis integer aliquet massa id lobortis convallis tortor risus,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,460.17,29.02,toys,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec,138,Mauv,small,3.4,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,2021-11-28,1.4,588,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in,3.9,640,standard,39.4
300,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.",329.49,2.16,clothing,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,814,Maroon,small,5.3,sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,2018-02-21,4.5,799,non mauris morbi non lectus aliquam sit amet diam in,2.1,460,free,18.48
301,lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,In hac habitasse platea dictumst.,323.87,19.86,electronics,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec,594,Teal,medium,6.7,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,2011-06-19,1.0,710,nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna,1.8,526,standard,47.79
302,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",458.6,35.68,toys,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,656,Pink,extra large,10.0,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam,2011-12-29,3.6,847,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,2.3,505,free,45.55
303,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,176.24,11.6,beauty,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,251,Aquamarine,small,6.2,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,2015-12-22,4.7,555,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,2.3,8,standard,36.69
304,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,302.82,9.02,electronics,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,503,Orange,large,4.9,quam sapien varius ut blandit non interdum in ante vestibulum,2017-01-02,2.9,822,urna ut tellus nulla ut erat id mauris vulputate elementum nullam,3.5,489,standard,6.91
305,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,562.59,35.45,clothing,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec,461,Pink,extra large,4.6,ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla,2020-07-23,1.3,317,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,1.1,687,express,20.69
306,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",544.51,41.94,electronics,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,279,Turquoise,medium,7.2,odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,2015-09-19,3.0,411,lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,2.6,152,standard,29.77
307,integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",179.32,2.89,home decor,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,395,Purple,extra large,3.9,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,2016-10-22,3.7,688,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc,4.1,47,standard,41.93
308,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.",438.51,30.03,clothing,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,602,Mauv,medium,0.1,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis,2022-03-03,4.2,608,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,3.0,39,standard,5.77
309,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",238.5,1.97,beauty,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,898,Yellow,large,5.0,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,2013-07-08,1.7,430,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante,3.1,635,free,5.12
310,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit,"Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",166.3,2.95,clothing,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices,385,Teal,large,8.4,id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,2015-05-23,1.3,184,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer,1.2,850,free,44.27
311,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",770.52,10.3,electronics,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,753,Crimson,large,9.2,lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin,2012-08-03,1.1,84,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,3.3,533,express,8.54
312,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",256.23,12.8,beauty,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,913,Red,small,8.0,sem praesent id massa id nisl venenatis lacinia aenean sit,2013-04-13,2.6,522,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero,4.0,120,express,20.08
313,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,985.48,13.06,clothing,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo,288,Yellow,small,9.8,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,2018-09-06,3.1,344,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,1.9,531,free,31.22
314,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",995.26,2.19,beauty,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,815,Aquamarine,medium,1.8,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,2021-03-26,3.1,374,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,1.2,578,express,30.92
315,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",566.77,15.91,clothing,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,648,Maroon,large,8.8,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,2016-04-11,3.7,611,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum,2.6,304,express,30.66
316,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",756.17,17.64,electronics,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,580,Mauv,medium,2.2,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,2010-02-11,4.8,609,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,2.2,332,express,23.78
317,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,977.47,3.07,toys,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,928,Yellow,extra large,0.9,varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus,2014-11-12,2.3,585,cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,4.8,671,free,18.52
318,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",173.48,32.86,electronics,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus,339,Red,medium,3.2,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,2014-01-01,2.8,154,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,4.4,533,standard,2.36
319,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",629.92,1.52,home decor,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,511,Teal,small,3.9,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,2015-05-04,4.6,100,proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel,1.9,770,standard,37.78
320,in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.",570.02,22.51,beauty,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in,991,Khaki,large,5.6,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,2018-12-11,2.3,550,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec,3.9,773,express,0.24
321,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,Vestibulum rutrum rutrum neque.,49.87,39.45,beauty,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,553,Orange,large,8.9,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,2010-03-09,4.8,700,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,4.6,885,express,12.82
322,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",361.79,31.43,home decor,sollicitudin mi sit amet lobortis sapien sapien non mi integer,693,Mauv,large,1.6,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque,2011-02-10,4.2,397,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,2.3,312,express,44.68
323,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",677.46,18.21,electronics,lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut,190,Aquamarine,small,6.9,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,2011-02-18,4.7,504,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,1.9,604,express,24.59
324,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,939.11,41.64,toys,vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,246,Green,medium,4.0,in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,2011-07-24,4.1,77,tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,3.6,858,express,28.46
325,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,"Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",551.26,39.3,toys,nulla suspendisse potenti cras in purus eu magna vulputate luctus,98,Maroon,extra large,6.4,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget,2022-04-21,3.4,787,phasellus in felis donec semper sapien a libero nam dui proin leo,3.1,511,free,6.64
326,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,47.11,32.12,clothing,a libero nam dui proin leo odio porttitor id consequat in consequat ut,995,Aquamarine,large,0.2,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis,2016-12-14,2.1,915,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,3.8,267,standard,10.76
327,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,136.32,49.92,toys,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,720,Red,small,8.2,gravida sem praesent id massa id nisl venenatis lacinia aenean,2012-07-17,1.1,293,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec,4.1,900,express,35.01
328,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",969.94,49.79,clothing,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,967,Maroon,medium,6.7,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,2015-10-23,3.2,139,ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet,1.5,636,standard,40.05
329,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",209.89,26.03,electronics,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,893,Khaki,extra large,2.6,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,2010-10-09,1.5,293,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,4.5,651,standard,3.31
330,pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",843.85,45.22,home decor,vulputate luctus cum sociis natoque penatibus et magnis dis parturient,140,Teal,medium,9.4,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,2022-07-22,3.0,825,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo,1.8,774,express,17.86
331,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",832.14,5.23,toys,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero,389,Purple,large,8.6,primis in faucibus orci luctus et ultrices posuere cubilia curae,2013-12-25,4.7,194,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,2.0,491,free,33.29
332,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",771.21,1.75,clothing,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,278,Green,large,8.3,parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,2016-08-16,4.6,140,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,1.7,521,express,31.07
333,ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,390.86,49.01,toys,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac,739,Violet,medium,6.1,donec posuere metus vitae ipsum aliquam non mauris morbi non,2020-03-22,3.9,616,nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo,2.3,287,standard,48.35
334,lacinia aenean sit amet justo morbi ut odio cras mi,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",849.83,36.53,electronics,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,707,Goldenrod,extra large,5.9,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices,2011-03-23,1.2,388,enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula,4.8,596,standard,9.72
335,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,607.66,48.06,electronics,lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede,258,Teal,large,2.6,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,2019-01-14,4.5,198,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac,4.6,736,free,39.81
336,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.",724.18,14.09,home decor,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,252,Green,extra large,7.2,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,2015-05-12,3.3,753,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam,4.6,535,standard,10.25
337,bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,138.89,26.57,electronics,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,965,Purple,medium,4.7,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,2014-04-30,3.0,931,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,2.0,292,free,17.95
338,id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.",974.0,41.39,beauty,ipsum integer a nibh in quis justo maecenas rhoncus aliquam,300,Red,large,9.6,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur,2016-12-16,4.0,851,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,3.0,46,express,49.5
